task_id,task_type,domain,prompt,expected_answer,expected_format,risk_level,safety_required,max_latency_ms,max_cost_usd,min_quality_score,allowed_model_classes,evaluation_slice,golden_label,latency_sensitive_flag,cost_sensitive_flag,domain_specialized_flag,created_at
task_00255,retrieval_qa,legal,Synthetic legal request requiring retrieval_qa handling. Use only fabricated business context.,Expected synthetic answer for retrieval_qa in legal.,markdown,high,True,1600,0.0009,0.86,"[""fallback_safe"", ""large_accurate"", ""safety_guarded""]",legal_retrieval_qa_high,legal:retrieval_qa:high,False,True,False,2026-01-15T12:00:00+00:00
task_00256,policy_answering,software_engineering,Synthetic software_engineering request requiring policy_answering handling. Use only fabricated business context.,Expected synthetic answer for policy_answering in software_engineering.,markdown,high,True,1600,0.0065,0.86,"[""fallback_safe"", ""large_accurate"", ""safety_guarded""]",software_engineering_policy_answering_high,software_engineering:policy_answering:high,False,False,False,2026-01-15T12:00:00+00:00
task_00257,fraud_triage,finance,Synthetic finance request requiring fraud_triage handling. Use only fabricated business context.,Expected synthetic answer for fraud_triage in finance.,json,high,True,1600,0.0065,0.86,"[""fallback_safe"", ""large_accurate"", ""safety_guarded""]",finance_fraud_triage_high,finance:fraud_triage:high,False,False,True,2026-01-15T12:00:00+00:00
task_00258,healthcare_claim_review,healthcare,Synthetic healthcare request requiring healthcare_claim_review handling. Use only fabricated business context.,Expected synthetic answer for healthcare_claim_review in healthcare.,markdown,high,True,1600,0.0065,0.86,"[""domain_healthcare"", ""fallback_safe"", ""large_accurate"", ""safety_guarded""]",healthcare_healthcare_claim_review_high,healthcare:healthcare_claim_review:high,False,False,True,2026-01-15T12:00:00+00:00
task_00259,finance_explanation,finance,Synthetic finance request requiring finance_explanation handling. Use only fabricated business context.,Expected synthetic answer for finance_explanation in finance.,markdown,low,False,1600,0.003,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",finance_finance_explanation_low,finance:finance_explanation:low,False,False,True,2026-01-15T12:00:00+00:00
task_00260,customer_support_response,insurance,Synthetic insurance request requiring customer_support_response handling. Use only fabricated business context.,Expected synthetic answer for customer_support_response in insurance.,markdown,medium,False,450,0.003,0.76,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",insurance_customer_support_response_medium,insurance:customer_support_response:medium,True,False,False,2026-01-15T12:00:00+00:00
task_00261,code_assistance,software_engineering,Synthetic software_engineering request requiring code_assistance handling. Use only fabricated business context.,Expected synthetic answer for code_assistance in software_engineering.,markdown,low,False,1600,0.003,0.65,"[""code_specialist"", ""fallback_safe"", ""general"", ""large_accurate""]",software_engineering_code_assistance_low,software_engineering:code_assistance:low,False,False,True,2026-01-15T12:00:00+00:00
task_00262,safety_sensitive_answer,healthcare,Synthetic healthcare request requiring safety_sensitive_answer handling. Use only fabricated business context.,Expected synthetic answer for safety_sensitive_answer in healthcare.,markdown,high,True,1600,0.0065,0.86,"[""fallback_safe"", ""large_accurate"", ""safety_guarded""]",healthcare_safety_sensitive_answer_high,healthcare:safety_sensitive_answer:high,False,False,False,2026-01-15T12:00:00+00:00
task_00263,batch_low_risk_summary,customer_support,Synthetic customer_support request requiring batch_low_risk_summary handling. Use only fabricated business context.,Expected synthetic answer for batch_low_risk_summary in customer_support.,markdown,low,False,1600,0.0009,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",customer_support_batch_low_risk_summary_low,customer_support:batch_low_risk_summary:low,False,True,False,2026-01-15T12:00:00+00:00
task_00264,classification,software_engineering,Synthetic software_engineering request requiring classification handling. Use only fabricated business context.,Expected synthetic answer for classification in software_engineering.,json,low,False,1600,0.003,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",software_engineering_classification_low,software_engineering:classification:low,False,False,False,2026-01-15T12:00:00+00:00
task_00265,extraction,general_business,Synthetic general_business request requiring extraction handling. Use only fabricated business context.,Expected synthetic answer for extraction in general_business.,json,medium,False,900,0.003,0.76,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",general_business_extraction_medium,general_business:extraction:medium,False,False,False,2026-01-15T12:00:00+00:00
task_00266,summarization,finance,Synthetic finance request requiring summarization handling. Use only fabricated business context.,Expected synthetic answer for summarization in finance.,markdown,low,False,1600,0.003,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",finance_summarization_low,finance:summarization:low,False,False,False,2026-01-15T12:00:00+00:00
task_00267,retrieval_qa,healthcare,Synthetic healthcare request requiring retrieval_qa handling. Use only fabricated business context.,Expected synthetic answer for retrieval_qa in healthcare.,markdown,high,True,1600,0.0065,0.86,"[""fallback_safe"", ""large_accurate"", ""safety_guarded""]",healthcare_retrieval_qa_high,healthcare:retrieval_qa:high,False,False,False,2026-01-15T12:00:00+00:00
task_00268,policy_answering,insurance,Synthetic insurance request requiring policy_answering handling. Use only fabricated business context.,Expected synthetic answer for policy_answering in insurance.,markdown,high,True,1600,0.0065,0.86,"[""fallback_safe"", ""large_accurate"", ""safety_guarded""]",insurance_policy_answering_high,insurance:policy_answering:high,False,False,False,2026-01-15T12:00:00+00:00
task_00269,fraud_triage,finance,Synthetic finance request requiring fraud_triage handling. Use only fabricated business context.,Expected synthetic answer for fraud_triage in finance.,json,high,True,1600,0.0065,0.86,"[""fallback_safe"", ""large_accurate"", ""safety_guarded""]",finance_fraud_triage_high,finance:fraud_triage:high,False,False,True,2026-01-15T12:00:00+00:00
task_00270,healthcare_claim_review,healthcare,Synthetic healthcare request requiring healthcare_claim_review handling. Use only fabricated business context.,Expected synthetic answer for healthcare_claim_review in healthcare.,markdown,high,True,1600,0.0065,0.86,"[""domain_healthcare"", ""fallback_safe"", ""large_accurate"", ""safety_guarded""]",healthcare_healthcare_claim_review_high,healthcare:healthcare_claim_review:high,False,False,True,2026-01-15T12:00:00+00:00
task_00271,finance_explanation,finance,Synthetic finance request requiring finance_explanation handling. Use only fabricated business context.,Expected synthetic answer for finance_explanation in finance.,markdown,low,False,1600,0.003,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",finance_finance_explanation_low,finance:finance_explanation:low,False,False,True,2026-01-15T12:00:00+00:00
task_00272,customer_support_response,legal,Synthetic legal request requiring customer_support_response handling. Use only fabricated business context.,Expected synthetic answer for customer_support_response in legal.,markdown,low,False,1600,0.0009,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",legal_customer_support_response_low,legal:customer_support_response:low,False,True,False,2026-01-15T12:00:00+00:00
task_00273,code_assistance,software_engineering,Synthetic software_engineering request requiring code_assistance handling. Use only fabricated business context.,Expected synthetic answer for code_assistance in software_engineering.,markdown,low,False,1600,0.003,0.65,"[""code_specialist"", ""fallback_safe"", ""general"", ""large_accurate""]",software_engineering_code_assistance_low,software_engineering:code_assistance:low,False,False,True,2026-01-15T12:00:00+00:00
task_00274,safety_sensitive_answer,healthcare,Synthetic healthcare request requiring safety_sensitive_answer handling. Use only fabricated business context.,Expected synthetic answer for safety_sensitive_answer in healthcare.,markdown,high,True,1600,0.0065,0.86,"[""fallback_safe"", ""large_accurate"", ""safety_guarded""]",healthcare_safety_sensitive_answer_high,healthcare:safety_sensitive_answer:high,False,False,False,2026-01-15T12:00:00+00:00
task_00275,batch_low_risk_summary,finance,Synthetic finance request requiring batch_low_risk_summary handling. Use only fabricated business context.,Expected synthetic answer for batch_low_risk_summary in finance.,markdown,medium,False,900,0.0009,0.76,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",finance_batch_low_risk_summary_medium,finance:batch_low_risk_summary:medium,False,True,False,2026-01-15T12:00:00+00:00
task_00276,classification,insurance,Synthetic insurance request requiring classification handling. Use only fabricated business context.,Expected synthetic answer for classification in insurance.,json,high,True,1600,0.0065,0.86,"[""fallback_safe"", ""large_accurate"", ""safety_guarded""]",insurance_classification_high,insurance:classification:high,False,False,False,2026-01-15T12:00:00+00:00
task_00277,extraction,cybersecurity,Synthetic cybersecurity request requiring extraction handling. Use only fabricated business context.,Expected synthetic answer for extraction in cybersecurity.,json,low,False,1600,0.003,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",cybersecurity_extraction_low,cybersecurity:extraction:low,False,False,False,2026-01-15T12:00:00+00:00
task_00278,summarization,retail,Synthetic retail request requiring summarization handling. Use only fabricated business context.,Expected synthetic answer for summarization in retail.,markdown,low,False,1600,0.003,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",retail_summarization_low,retail:summarization:low,False,False,False,2026-01-15T12:00:00+00:00
task_00279,retrieval_qa,customer_support,Synthetic customer_support request requiring retrieval_qa handling. Use only fabricated business context.,Expected synthetic answer for retrieval_qa in customer_support.,markdown,low,False,1600,0.003,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",customer_support_retrieval_qa_low,customer_support:retrieval_qa:low,False,False,False,2026-01-15T12:00:00+00:00
