task_id,model_id,response_text,simulated_quality_score,simulated_safety_score,simulated_latency_ms,simulated_cost_usd,simulated_reliability_score,simulated_refusal_flag,format_valid_flag,error_flag,timeout_flag,confidence_score
task_00202,safety_guarded_model,Simulated Safety Guarded Model response for safety_sensitive_answer in healthcare.,0.844,0.99,1255,0.007448,0.97,False,True,False,False,0.9347
task_00202,finance_domain_model,Simulated Finance Domain Model response for safety_sensitive_answer in healthcare.,0.684,0.88,1117,0.005292,0.95,False,True,False,False,0.838
task_00202,healthcare_domain_model,Simulated Healthcare Domain Model response for safety_sensitive_answer in healthcare.,0.964,0.98,1163,0.00588,0.96,False,True,False,False,0.968
task_00202,code_specialist_model,Simulated Code Specialist Model response for safety_sensitive_answer in healthcare.,0.674,0.64,933,0.004312,0.94,False,True,False,False,0.7513
task_00202,cheap_batch_model,Simulated Cheap Batch Model response for safety_sensitive_answer in healthcare.,0.344,0.58,703,0.000353,0.93,False,False,False,False,0.618
task_00202,experimental_canary_model,Simulated Experimental Canary Model response for safety_sensitive_answer in healthcare.,0.824,0.84,1048,0.004116,0.9,False,True,False,False,0.8547
task_00202,fallback_model,Simulated Fallback Model response for safety_sensitive_answer in healthcare.,0.624,0.91,795,0.001764,0.99,False,True,False,False,0.8413
task_00203,fast_small_model,Simulated Fast Small Model response for batch_low_risk_summary in cybersecurity.,0.668,0.68,187,0.00056,0.94,False,True,False,False,0.7627
task_00203,balanced_general_model,Simulated Balanced General Model response for batch_low_risk_summary in cybersecurity.,0.798,0.82,552,0.00256,0.96,False,True,False,False,0.8593
task_00203,accurate_large_model,Simulated Accurate Large Model response for batch_low_risk_summary in cybersecurity.,0.908,0.87,1147,0.0096,0.95,False,True,False,False,0.9093
task_00203,safety_guarded_model,Simulated Safety Guarded Model response for batch_low_risk_summary in cybersecurity.,0.848,0.96,765,0.00608,0.97,False,True,False,False,0.926
task_00203,finance_domain_model,Simulated Finance Domain Model response for batch_low_risk_summary in cybersecurity.,0.688,0.88,663,0.00432,0.95,False,True,False,False,0.8393
task_00203,healthcare_domain_model,Simulated Healthcare Domain Model response for batch_low_risk_summary in cybersecurity.,0.698,0.94,697,0.0048,0.96,False,True,False,False,0.866
task_00203,code_specialist_model,Simulated Code Specialist Model response for batch_low_risk_summary in cybersecurity.,0.678,0.76,527,0.00352,0.94,False,True,False,False,0.7927
task_00203,cheap_batch_model,Simulated Cheap Batch Model response for batch_low_risk_summary in cybersecurity.,0.608,0.7,357,0.000288,0.93,False,True,False,False,0.746
task_00203,experimental_canary_model,Simulated Experimental Canary Model response for batch_low_risk_summary in cybersecurity.,0.908,0.84,612,0.00336,0.9,False,True,False,False,0.8827
task_00203,fallback_model,Simulated Fallback Model response for batch_low_risk_summary in cybersecurity.,0.628,0.91,425,0.00144,0.99,False,True,False,False,0.8427
task_00204,fast_small_model,Simulated Fast Small Model response for classification in customer_support.,0.672,0.68,198,0.00063,0.94,False,True,False,False,0.764
task_00204,balanced_general_model,Simulated Balanced General Model response for classification in customer_support.,0.802,0.82,585,0.00288,0.96,False,True,False,False,0.8607
task_00204,accurate_large_model,Simulated Accurate Large Model response for classification in customer_support.,0.912,0.87,1215,0.0108,0.95,False,True,False,False,0.9107
task_00204,safety_guarded_model,Simulated Safety Guarded Model response for classification in customer_support.,0.852,0.96,810,0.00684,0.97,False,True,False,False,0.9273
task_00204,finance_domain_model,Simulated Finance Domain Model response for classification in customer_support.,0.692,0.88,702,0.00486,0.95,False,True,False,False,0.8407
task_00204,healthcare_domain_model,Simulated Healthcare Domain Model response for classification in customer_support.,0.702,0.94,738,0.0054,0.96,False,True,False,False,0.8673
task_00204,code_specialist_model,Simulated Code Specialist Model response for classification in customer_support.,0.682,0.76,558,0.00396,0.94,False,True,False,False,0.794
task_00204,cheap_batch_model,Simulated Cheap Batch Model response for classification in customer_support.,0.712,0.7,378,0.000324,0.93,False,True,False,False,0.7807
task_00204,experimental_canary_model,Simulated Experimental Canary Model response for classification in customer_support.,0.912,0.84,648,0.00378,0.9,False,True,False,False,0.884
task_00204,fallback_model,Simulated Fallback Model response for classification in customer_support.,0.632,0.91,450,0.00162,0.99,False,True,False,False,0.844
task_00205,fast_small_model,Simulated Fast Small Model response for extraction in legal.,0.676,0.68,209,0.00035,0.94,False,True,False,False,0.7653
task_00205,balanced_general_model,Simulated Balanced General Model response for extraction in legal.,0.806,0.82,617,0.0016,0.96,False,True,False,False,0.862
task_00205,accurate_large_model,Simulated Accurate Large Model response for extraction in legal.,0.916,0.87,1282,0.006,0.95,False,True,False,False,0.912
task_00205,safety_guarded_model,Simulated Safety Guarded Model response for extraction in legal.,0.856,0.96,855,0.0038,0.97,False,True,False,False,0.9287
task_00205,finance_domain_model,Simulated Finance Domain Model response for extraction in legal.,0.696,0.88,741,0.0027,0.95,False,True,False,False,0.842
task_00205,healthcare_domain_model,Simulated Healthcare Domain Model response for extraction in legal.,0.886,0.94,779,0.003,0.96,False,True,False,False,0.9287
task_00205,code_specialist_model,Simulated Code Specialist Model response for extraction in legal.,0.686,0.76,589,0.0022,0.94,False,True,False,False,0.7953
task_00205,cheap_batch_model,Simulated Cheap Batch Model response for extraction in legal.,0.536,0.7,399,0.00018,0.93,False,False,False,False,0.722
task_00205,experimental_canary_model,Simulated Experimental Canary Model response for extraction in legal.,0.836,0.84,684,0.0021,0.9,False,True,False,False,0.8587
task_00205,fallback_model,Simulated Fallback Model response for extraction in legal.,0.636,0.91,475,0.0009,0.99,False,True,False,False,0.8453
task_00206,fast_small_model,Simulated Fast Small Model response for summarization in software_engineering.,0.68,0.68,220,0.00042,0.94,False,True,False,False,0.7667
task_00206,balanced_general_model,Simulated Balanced General Model response for summarization in software_engineering.,0.81,0.82,650,0.00192,0.96,False,True,False,False,0.8633
task_00206,accurate_large_model,Simulated Accurate Large Model response for summarization in software_engineering.,0.92,0.87,1350,0.0072,0.95,False,True,False,False,0.9133
task_00206,safety_guarded_model,Simulated Safety Guarded Model response for summarization in software_engineering.,0.86,0.96,900,0.00456,0.97,False,True,False,False,0.93
task_00206,finance_domain_model,Simulated Finance Domain Model response for summarization in software_engineering.,0.7,0.88,780,0.00324,0.95,False,True,False,False,0.8433
task_00206,healthcare_domain_model,Simulated Healthcare Domain Model response for summarization in software_engineering.,0.71,0.94,820,0.0036,0.96,False,True,False,False,0.87
task_00206,code_specialist_model,Simulated Code Specialist Model response for summarization in software_engineering.,0.87,0.76,620,0.00264,0.94,False,True,False,False,0.8567
task_00206,cheap_batch_model,Simulated Cheap Batch Model response for summarization in software_engineering.,0.54,0.7,420,0.000216,0.93,False,False,False,False,0.7233
task_00206,experimental_canary_model,Simulated Experimental Canary Model response for summarization in software_engineering.,0.92,0.84,720,0.00252,0.9,False,True,False,False,0.8867
task_00206,fallback_model,Simulated Fallback Model response for summarization in software_engineering.,0.64,0.91,500,0.00108,0.99,False,True,False,False,0.8467
task_00207,fast_small_model,Simulated Fast Small Model response for retrieval_qa in general_business.,0.684,0.68,231,0.00049,0.94,False,True,False,False,0.768
task_00207,balanced_general_model,Simulated Balanced General Model response for retrieval_qa in general_business.,0.814,0.82,682,0.00224,0.96,False,True,False,False,0.8647
task_00207,accurate_large_model,Simulated Accurate Large Model response for retrieval_qa in general_business.,0.924,0.87,1417,0.0084,0.95,False,True,False,False,0.9147
task_00207,safety_guarded_model,Simulated Safety Guarded Model response for retrieval_qa in general_business.,0.864,0.96,945,0.00532,0.97,False,True,False,False,0.9313
task_00207,finance_domain_model,Simulated Finance Domain Model response for retrieval_qa in general_business.,0.884,0.88,819,0.00378,0.95,False,True,False,False,0.9047
task_00207,healthcare_domain_model,Simulated Healthcare Domain Model response for retrieval_qa in general_business.,0.894,0.94,861,0.0042,0.96,False,True,False,False,0.9313
task_00207,code_specialist_model,Simulated Code Specialist Model response for retrieval_qa in general_business.,0.694,0.76,651,0.00308,0.94,False,True,False,False,0.798
task_00207,cheap_batch_model,Simulated Cheap Batch Model response for retrieval_qa in general_business.,0.544,0.7,441,0.000252,0.93,False,False,False,False,0.7247
task_00207,experimental_canary_model,Simulated Experimental Canary Model response for retrieval_qa in general_business.,0.924,0.84,756,0.00294,0.9,False,True,False,False,0.888
task_00207,fallback_model,Simulated Fallback Model response for retrieval_qa in general_business.,0.644,0.91,525,0.00126,0.99,False,True,False,False,0.848
task_00208,fast_small_model,Simulated Fast Small Model response for policy_answering in finance.,0.456,0.56,462,0.000784,0.94,False,False,False,False,0.652
task_00208,balanced_general_model,Simulated Balanced General Model response for policy_answering in finance.,0.766,0.82,935,0.003584,0.96,False,True,False,False,0.8487
task_00208,accurate_large_model,Simulated Accurate Large Model response for policy_answering in finance.,0.876,0.87,1705,0.01344,0.95,False,True,False,False,0.8987
task_00208,safety_guarded_model,Simulated Safety Guarded Model response for policy_answering in finance.,0.816,0.99,1210,0.008512,0.97,False,True,False,False,0.9253
task_00208,finance_domain_model,Simulated Finance Domain Model response for policy_answering in finance.,0.926,0.88,1078,0.006048,0.95,False,True,False,False,0.9187
task_00208,healthcare_domain_model,Simulated Healthcare Domain Model response for policy_answering in finance.,0.666,0.98,1122,0.00672,0.96,False,True,False,False,0.8687
task_00208,code_specialist_model,Simulated Code Specialist Model response for policy_answering in finance.,0.646,0.64,902,0.004928,0.94,False,True,False,False,0.742
task_00208,cheap_batch_model,Simulated Cheap Batch Model response for policy_answering in finance.,0.316,0.58,682,0.000403,0.93,False,False,False,False,0.6087
task_00208,experimental_canary_model,Simulated Experimental Canary Model response for policy_answering in finance.,0.876,0.84,1012,0.004704,0.9,False,True,False,False,0.872
task_00208,fallback_model,Simulated Fallback Model response for policy_answering in finance.,0.596,0.91,770,0.002016,0.99,False,True,False,False,0.832
task_00209,fast_small_model,Simulated Fast Small Model response for fraud_triage in finance.,0.46,0.56,473,0.000882,0.94,False,False,False,False,0.6533
task_00209,balanced_general_model,Simulated Balanced General Model response for fraud_triage in finance.,0.77,0.82,967,0.004032,0.96,False,True,False,False,0.85
task_00209,accurate_large_model,Simulated Accurate Large Model response for fraud_triage in finance.,0.88,0.87,1772,0.01512,0.95,False,True,False,False,0.9
task_00209,safety_guarded_model,Simulated Safety Guarded Model response for fraud_triage in finance.,0.82,0.99,1255,0.009576,0.97,False,True,False,False,0.9267
task_00209,finance_domain_model,Simulated Finance Domain Model response for fraud_triage in finance.,0.93,0.88,1117,0.006804,0.95,False,True,False,False,0.92
task_00209,healthcare_domain_model,Simulated Healthcare Domain Model response for fraud_triage in finance.,0.67,0.98,1163,0.00756,0.96,False,True,False,False,0.87
task_00209,code_specialist_model,Simulated Code Specialist Model response for fraud_triage in finance.,0.65,0.64,933,0.005544,0.94,False,True,False,False,0.7433
task_00209,cheap_batch_model,Simulated Cheap Batch Model response for fraud_triage in finance.,0.32,0.58,703,0.000454,0.93,False,False,False,False,0.61
task_00209,experimental_canary_model,Simulated Experimental Canary Model response for fraud_triage in finance.,0.88,0.84,1048,0.005292,0.85,False,False,True,False,0.8567
task_00209,fallback_model,Simulated Fallback Model response for fraud_triage in finance.,0.6,0.91,795,0.002268,0.99,False,True,False,False,0.8333
